time,default.Dahlquist.time,default.Dahlquist.x,default.Dahlquist.der(x),default.Dahlquist.k
0.0,-0.0,-1.0,1.0,1.0
0.001,-0.001,-0.9990009990009988,0.9990009990009988,1.0
0.002,-0.002,-0.998002996004994,0.998002996004994,1.0
0.003,-0.003,-0.9970059900149789,0.9970059900149789,1.0
0.004,-0.004,-0.996009980034944,0.996009980034944,1.0
0.005,-0.005,-0.9950149650698742,0.9950149650698742,1.0
0.006,-0.006,-0.9940209441257485,0.9940209441257485,1.0
0.007,-0.007,-0.9930279162095388,0.9930279162095388,1.0
0.008,-0.008,-0.9920358803292098,0.9920358803292098,1.0
0.009000000000000001,-0.009000000000000001,-0.9910448354937159,0.9910448354937159,1.0
0.010000000000000002,-0.010000000000000002,-0.9900547807130028,0.9900547807130028,1.0
0.011000000000000003,-0.011000000000000003,-0.9890657149980048,0.9890657149980048,1.0
0.012000000000000004,-0.012000000000000004,-0.9880776373606441,0.9880776373606441,1.0
0.013000000000000005,-0.013000000000000005,-0.9870905468138303,0.9870905468138303,1.0
0.014000000000000005,-0.014000000000000005,-0.9861044423714588,0.9861044423714588,1.0
0.015000000000000006,-0.015000000000000006,-0.9851193230484103,0.9851193230484103,1.0
0.016000000000000007,-0.016000000000000007,-0.9841351878605498,0.9841351878605498,1.0
0.017000000000000008,-0.017000000000000008,-0.9831520358247251,0.9831520358247251,1.0
0.01800000000000001,-0.01800000000000001,-0.9821698659587663,0.9821698659587663,1.0
0.01900000000000001,-0.01900000000000001,-0.9811886772814848,0.9811886772814848,1.0
0.02000000000000001,-0.02000000000000001,-0.9802084688126722,0.9802084688126722,1.0
0.02100000000000001,-0.02100000000000001,-0.9792292395730992,0.9792292395730992,1.0
0.022000000000000013,-0.022000000000000013,-0.9782509885845146,0.9782509885845146,1.0
0.023000000000000013,-0.023000000000000013,-0.9772737148696451,0.9772737148696451,1.0
0.024000000000000014,-0.024000000000000014,-0.9762974174521928,0.9762974174521928,1.0
0.025000000000000015,-0.025000000000000015,-0.9753220953568361,0.9753220953568361,1.0
0.026000000000000016,-0.026000000000000016,-0.9743477476092268,0.9743477476092268,1.0
0.027000000000000017,-0.027000000000000017,-0.9733743732359909,0.9733743732359909,1.0
0.028000000000000018,-0.028000000000000018,-0.972401971264726,0.972401971264726,1.0
0.02900000000000002,-0.02900000000000002,-0.9714305407240021,0.9714305407240021,1.0
0.03000000000000002,-0.03000000000000002,-0.9704600806433588,0.9704600806433588,1.0
0.03100000000000002,-0.03100000000000002,-0.9694905900533055,0.9694905900533055,1.0
0.03200000000000002,-0.03200000000000002,-0.9685220679853201,0.9685220679853201,1.0
0.03300000000000002,-0.03300000000000002,-0.9675545134718484,0.9675545134718484,1.0
0.03400000000000002,-0.03400000000000002,-0.966587925546302,0.966587925546302,1.0
0.035000000000000024,-0.035000000000000024,-0.9656223032430591,0.9656223032430591,1.0
0.036000000000000025,-0.036000000000000025,-0.9646576455974617,0.9646576455974617,1.0
0.037000000000000026,-0.037000000000000026,-0.9636939516458158,0.9636939516458158,1.0
0.03800000000000003,-0.03800000000000003,-0.9627312204253905,0.9627312204253905,1.0
0.03900000000000003,-0.03900000000000003,-0.961769450974416,0.961769450974416,1.0
0.04000000000000003,-0.04000000000000003,-0.960808642332084,0.960808642332084,1.0
0.04100000000000003,-0.04100000000000003,-0.9598487935385454,0.9598487935385454,1.0
0.04200000000000003,-0.04200000000000003,-0.9588899036349104,0.9588899036349104,1.0
0.04300000000000003,-0.04300000000000003,-0.9579319716632472,0.9579319716632472,1.0
0.04400000000000003,-0.04400000000000003,-0.9569749966665806,0.9569749966665806,1.0
0.04500000000000003,-0.04500000000000003,-0.9560189776888917,0.9560189776888917,1.0
0.046000000000000034,-0.046000000000000034,-0.9550639137751166,0.9550639137751166,1.0
0.047000000000000035,-0.047000000000000035,-0.9541098039711453,0.9541098039711453,1.0
0.048000000000000036,-0.048000000000000036,-0.9531566473238215,0.9531566473238215,1.0
0.04900000000000004,-0.04900000000000004,-0.9522044428809407,0.9522044428809407,1.0
0.05000000000000004,-0.05000000000000004,-0.9512531896912494,0.9512531896912494,1.0
0.05100000000000004,-0.05100000000000004,-0.9503028868044449,0.9503028868044449,1.0
0.05200000000000004,-0.05200000000000004,-0.9493535332711737,0.9493535332711737,1.0
0.05300000000000004,-0.05300000000000004,-0.9484051281430307,0.9484051281430307,1.0
0.05400000000000004,-0.05400000000000004,-0.947457670472558,0.947457670472558,1.0
0.05500000000000004,-0.05500000000000004,-0.9465111593132447,0.9465111593132447,1.0
0.05600000000000004,-0.05600000000000004,-0.9455655937195252,0.9455655937195252,1.0
0.057000000000000044,-0.057000000000000044,-0.9446209727467784,0.9446209727467784,1.0
0.058000000000000045,-0.058000000000000045,-0.943677295451327,0.943677295451327,1.0
0.059000000000000045,-0.059000000000000045,-0.9427345608904366,0.9427345608904366,1.0
0.060000000000000046,-0.060000000000000046,-0.9417927681223143,0.9417927681223143,1.0
0.06100000000000005,-0.06100000000000005,-0.9408519162061082,0.9408519162061082,1.0
0.06200000000000005,-0.06200000000000005,-0.9399120042019063,0.9399120042019063,1.0
0.06300000000000004,-0.06300000000000004,-0.9389730311707356,0.9389730311707356,1.0
0.06400000000000004,-0.06400000000000004,-0.938034996174561,0.938034996174561,1.0
0.06500000000000004,-0.06500000000000004,-0.9370978982762846,0.9370978982762846,1.0
0.06600000000000004,-0.06600000000000004,-0.9361617365397449,0.9361617365397449,1.0
0.06700000000000005,-0.06700000000000005,-0.9352265100297151,0.9352265100297151,1.0
0.06800000000000005,-0.06800000000000005,-0.9342922178119033,0.9342922178119033,1.0
0.06900000000000005,-0.06900000000000005,-0.9333588589529503,0.9333588589529503,1.0
0.07000000000000005,-0.07000000000000005,-0.93242643252043,0.93242643252043,1.0
0.07100000000000005,-0.07100000000000005,-0.931494937582847,0.931494937582847,1.0
0.07200000000000005,-0.07200000000000005,-0.9305643732096374,0.9305643732096374,1.0
0.07300000000000005,-0.07300000000000005,-0.9296347384711662,0.9296347384711662,1.0
0.07400000000000005,-0.07400000000000005,-0.9287060324387274,0.9287060324387274,1.0
0.07500000000000005,-0.07500000000000005,-0.9277782541845428,0.9277782541845428,1.0
0.07600000000000005,-0.07600000000000005,-0.926851402781761,0.926851402781761,1.0
0.07700000000000005,-0.07700000000000005,-0.9259254773044565,0.9259254773044565,1.0
0.07800000000000006,-0.07800000000000006,-0.925000476827629,0.925000476827629,1.0
0.07900000000000006,-0.07900000000000006,-0.9240764004272017,0.9240764004272017,1.0
0.08000000000000006,-0.08000000000000006,-0.9231532471800217,0.9231532471800217,1.0
0.08100000000000006,-0.08100000000000006,-0.9222310161638578,0.9222310161638578,1.0
0.08200000000000006,-0.08200000000000006,-0.9213097064574004,0.9213097064574004,1.0
0.08300000000000006,-0.08300000000000006,-0.9203893171402601,0.9203893171402601,1.0
0.08400000000000006,-0.08400000000000006,-0.919469847292967,0.919469847292967,1.0
0.08500000000000006,-0.08500000000000006,-0.91855129599697,0.91855129599697,1.0
0.08600000000000006,-0.08600000000000006,-0.9176336623346354,0.9176336623346354,1.0
0.08700000000000006,-0.08700000000000006,-0.9167169453892461,0.9167169453892461,1.0
0.08800000000000006,-0.08800000000000006,-0.915801144245001,0.915801144245001,1.0
0.08900000000000007,-0.08900000000000007,-0.9148862579870142,0.9148862579870142,1.0
0.09000000000000007,-0.09000000000000007,-0.9139722857013127,0.9139722857013127,1.0
0.09100000000000007,-0.09100000000000007,-0.9130592264748378,0.9130592264748378,1.0
0.09200000000000007,-0.09200000000000007,-0.9121470793954425,0.9121470793954425,1.0
0.09300000000000007,-0.09300000000000007,-0.9112358435518905,0.9112358435518905,1.0
0.09400000000000007,-0.09400000000000007,-0.9103255180338566,0.9103255180338566,1.0
0.09500000000000007,-0.09500000000000007,-0.9094161019319247,0.9094161019319247,1.0
0.09600000000000007,-0.09600000000000007,-0.9085075943375872,0.9085075943375872,1.0
0.09700000000000007,-0.09700000000000007,-0.907599994343244,0.907599994343244,1.0
0.09800000000000007,-0.09800000000000007,-0.9066933010422018,0.9066933010422018,1.0
0.09900000000000007,-0.09900000000000007,-0.905787513528673,0.905787513528673,1.0
0.10000000000000007,-0.10000000000000007,-0.9048826308977752,0.9048826308977752,1.0
0.10100000000000008,-0.10100000000000008,-0.9039786522455298,0.9039786522455298,1.0
0.10200000000000008,-0.10200000000000008,-0.9030755766688608,0.9030755766688608,1.0
0.10300000000000008,-0.10300000000000008,-0.9021734032655953,0.9021734032655953,1.0
0.10400000000000008,-0.10400000000000008,-0.9012721311344607,0.9012721311344607,1.0
0.10500000000000008,-0.10500000000000008,-0.9003717593750855,0.9003717593750855,1.0
0.10600000000000008,-0.10600000000000008,-0.8994722870879975,0.8994722870879975,1.0
0.10700000000000008,-0.10700000000000008,-0.898573713374623,0.898573713374623,1.0
0.10800000000000008,-0.10800000000000008,-0.8976760373372857,0.8976760373372857,1.0
0.10900000000000008,-0.10900000000000008,-0.8967792580792067,0.8967792580792067,1.0
0.11000000000000008,-0.11000000000000008,-0.8958833747045022,0.8958833747045022,1.0
0.11100000000000008,-0.11100000000000008,-0.894988386318184,0.894988386318184,1.0
0.11200000000000009,-0.11200000000000009,-0.894094292026158,0.894094292026158,1.0
0.11300000000000009,-0.11300000000000009,-0.8932010909352226,0.8932010909352226,1.0
0.11400000000000009,-0.11400000000000009,-0.8923087821530695,0.8923087821530695,1.0
0.11500000000000009,-0.11500000000000009,-0.8914173647882814,0.8914173647882814,1.0
0.11600000000000009,-0.11600000000000009,-0.890526837950331,0.890526837950331,1.0
0.11700000000000009,-0.11700000000000009,-0.8896372007495814,0.8896372007495814,1.0
0.11800000000000009,-0.11800000000000009,-0.8887484522972842,0.8887484522972842,1.0
0.11900000000000009,-0.11900000000000009,-0.8878605917055786,0.8878605917055786,1.0
0.12000000000000009,-0.12000000000000009,-0.8869736180874912,0.8869736180874912,1.0
0.1210000000000001,-0.1210000000000001,-0.8860875305569343,0.8860875305569343,1.0
0.1220000000000001,-0.1220000000000001,-0.8852023282287056,0.8852023282287056,1.0
0.1230000000000001,-0.1230000000000001,-0.884318010218487,0.884318010218487,1.0
0.1240000000000001,-0.1240000000000001,-0.8834345756428442,0.8834345756428442,1.0
0.12500000000000008,-0.12500000000000008,-0.882552023619225,0.882552023619225,1.0
0.12600000000000008,-0.12600000000000008,-0.881670353265959,0.881670353265959,1.0
0.12700000000000009,-0.12700000000000009,-0.8807895637022567,0.8807895637022567,1.0
0.12800000000000009,-0.12800000000000009,-0.8799096540482086,0.8799096540482086,1.0
0.1290000000000001,-0.1290000000000001,-0.8790306234247839,0.8790306234247839,1.0
0.1300000000000001,-0.1300000000000001,-0.87815247095383,0.87815247095383,1.0
0.1310000000000001,-0.1310000000000001,-0.877275195758072,0.877275195758072,1.0
0.1320000000000001,-0.1320000000000001,-0.8763987969611109,0.8763987969611109,1.0
